market,products,launch_stage,activity_level,activity_verified,pageviews,team_member,founded_by,revenue_stage,revenue_through,twitter_followers,percentile,amount_raised,company_website,description,name,founded,place,crunchbase_link,ranking
"'other', 'food and beverages', 'startups', 'software dev'","'mobile app', 'web app'",Publicly,High company activity detected,15 Mar 18,~940,5-10,'keldster',Post,"'b2b', 'commission', 'subscription'",See,9,Undisclosed,https://smarttradeapp.com/?ref=startuptracker,"'Accept card payments, run your business and do your paperwork straight from your smartphone.'",'SmartTrade App',August 14 2014,London UK,https://www.crunchbase.com/organization/smarttrade,4.9m
"'advertising', 'entertainment', 'events', 'sales'","'other', 'physical goods'",Publicly,Low company activity detected,14 Mar 18,~5.7k,2,'ukauto',Pre,"'b2c', 'b2b', 'commission'",556,9,Undisclosed,http://ukauto.fr?ref=startuptracker,"""import voiture d'occasion angleterre, achat vehicule d’Angleterre import rhd,achat voiture angleterre importation voiture d'angleterre""",'ukauto',January 8 2018,London UK,https://www.crunchbase.com/organization/ukauto,827.5k
'insurance',"'mobile app', 'web app'",Publicly,High company activity detected,13 Mar 18,~1.5k,11-50,'Andy Yeoman',Post,"'b2b', 'subscription'",1.7k,9,Undisclosed,http://concirrus.com/?ref=startuptracker,'Concirrus is the creator of Quest - big data and machine learning software for commercial marine and motor insurers.','Concirrus',January 1 2012,London UK,https://www.crunchbase.com/organization/concirrus,3.2m
"'e commerce', 'marketing', 'retail', 'events'",'physical goods',Publicly,High company activity detected,12 Mar 18,~11.4k,11-50,'Arena Flowers',Pre,"'b2c', 'b2b', 'sales'",38.9k,9,Undisclosed,http://www.arenaflowers.com?ref=startuptracker,"'Flowers & gifts, London, UK & Europe'",'Arena Online',July 1 2007,London UK,https://startuptracker.io,416.1k
"'automotive', 'e commerce', 'sharing economy'","'service', 'web app'",Publicly,No recent company activity detected,12 Mar 18,0,11-50,,Post,"'other', 'b2c', 'commission', 'sales'",See,9,Undisclosed,http://www.carcela.com?ref=startuptracker,'Making it incredibly easy to buy and sell your car in a 21st century world','Carcela',November 1 2016,London UK,https://crunchbase.com/organization/carcela,0
"'analytics', 'finance', 'blockchain', 'ai'","'desktop app', 'mobile app', 'web app'",Pre,No recent company activity detected,10 Mar 18,0,11-50,'HeapX',Pre,"'b2c', 'commission'",103,9,Self,https://heapx.io?ref=startuptracker,'A Secure Crypto Trading Exchange for the masses.','HeapX',October 9 2017,London UK,https://crunchbase.com/organization/heapx,0
"'hr and recruitment', 'startups', 'ai', 'big data'",'service',Publicly,Sourced by Startup Tracker,9 Mar 18,0,5-10,,Pre,"'b2b', 'commission', 'sales'",See,9,Self,https://labrecruit.com?ref=startuptracker,'Technology Recruitment Fused with Artificial Intelligence','LabRecruit',August 1 2017,London UK,https://crunchbase.com/organization/labrecruit,0
"'e commerce', 'education', 'media', 'social networks'","'desktop app', 'mobile app', 'service', 'web app'",Publicly,No recent company activity detected,7 Mar 18,0,11-50,'Rashid Ajami',Pre,"'b2c', 'b2b', 'free to use'",4k,9,Undisclosed,http://www.campussociety.com?ref=startuptracker,"""All the world's students in one place""",'Campus Society',January 1 2013,London UK,https://www.crunchbase.com/organization/campus-society,0
"'other', 'finance', 'startups', 'ai'",'service',Publicly,High company activity detected,6 Mar 18,0,4,'Peter G. Walsh',Post,"'b2b', 'commission', 'freemium', 'subscription'",2.1k,9,$250k,http://www.matchcapital.net?ref=startuptracker,'Match Capital is a marketplace which connects growing businesses and relevant investors together.','Match Capital',July 2 2012,London UK,https://crunchbase.com/organization/match-capital,0
"'other', 'accounting and legal', 'software dev'",'service',Publicly,High company activity detected,3 Mar 18,~7k,2,'TheSMSWorks',Pre,"'b2b', 'sales'",104,9,Self,https://thesmsworks.co.uk/?ref=startuptracker,'A low cost reliable SMS API for developes','TheSMSWorks',November 11 2017,Bristol UK,https://startuptracker.io,670.6k
"'design', 'marketing', 'productivity', 'startups'","'desktop app', 'service', 'web app'",Publicly,No recent company activity detected,2 Mar 18,0,4,'Patrick Woodhead',Post,"'b2b', 'freemium', 'sales', 'subscription'",See,9,Undisclosed,https://www.pilcro.com?ref=startuptracker,'Smart brand management software for G-Suite. Improve your brand clarity with pilcro - your virtual brand champ.','Pilcro',May 1 2017,London UK,https://www.crunchbase.com/organization/pilcro,0
"'consulting', 'marketing', 'big data'",'service',Publicly,High company activity detected,28 Feb 18,~4k,4,"'GilesDawe', 'ACS', 'Hyperstarter', 'Gifts & Coupons'",Pre,"'b2b', 'free to use', 'sales', 'subscription'",2.1k,9,Undisclosed,http://www.hyperstarter.com?ref=startuptracker,'Hyperstarter is an analytics tool that works with crowdfunding campaigns and gives valuable advice on how to make them successful.','Hyperstarter',March 31 2016,Bristol UK,https://www.crunchbase.com/organization/hyperstarter,1.2m
"'health', 'productivity', 'hr and recruitment', 'ai'","'mobile app', 'physical goods'",Privately,Low company activity detected,28 Feb 18,~1.5k,11-50,,Pre,"'b2c', 'b2b', 'freemium', 'sales', 'subscription'",See,9,Undisclosed,http://biobeats.com?ref=startuptracker,'Innovating & creating stress management and wellbeing products that help to transform people’s lives for the better','BioBeats',August 31 2013,London UK,https://www.crunchbase.com/organization/biobeats,3m
"'food and beverages', 'e commerce', 'events'",'mobile app',Publicly,High company activity detected,27 Feb 18,~3.5k,11-50,,Pre,"'b2c', 'commission', 'advertising', 'subscription'",See,9,$956.7k,https://www.getawriggleon.com/?ref=startuptracker,'A web and app marketplace helping people discover and transact at handpicked local food & drink establishments.','Wriggle',April 30 2014,Bristol UK,https://www.crunchbase.com/organization/wriggle,1.3m
"'other', 'social networks'",'other',Privately,High company activity detected,27 Feb 18,0,1,'Blue Revolution',Pre,'other',908,9,Undisclosed,http://www.bluemedislands.com/?ref=startuptracker,'The Plan is to build A  hexagon float. Floating City with 60 meters to the side. 5 levels / floors. apartments offices .','Blue Med Islands L.T.D',April 23 2015,London UK,https://startuptracker.io,0
"'other', 'entertainment'",'mobile app',Privately,No recent company activity detected,25 Feb 18,~1k,5-10,'JAFA ⚽️📲',Pre,"'b2c', 'free to use'",8.5k,9,Undisclosed,https://jafaapp.com?ref=startuptracker,'The digital home for football fans','JAFA',August 17 2016,London UK,https://startuptracker.io,4.4m
"'other', 'security'",'mobile app',Publicly,No recent company activity detected,25 Feb 18,0,5-10,,Pre,"'b2c', 'free to use'",See,9,Undisclosed,https://broadstoneapp.com/?ref=startuptracker,"'Find & manage high paying, reliable temporary jobs in the security industry'",'Broadstone',November 30 2017,Manchester UK,https://www.crunchbase.com/organization/broadstone-engage,0
"'data', 'fashion', 'iot', 'ai'","'mobile app', 'service', 'web app'",Pre,High company activity detected,23 Feb 18,~1.5k,4,"'hasna kourda', 'Mehdi Doghri'",Pre,"'b2c', 'b2b', 'free to use', 'commission', 'affiliation', 'freemium', 'subscription'",908,9,Self,https://www.saveyourwardrobe.com/portfolio/ourvision/?ref=startuptracker,'FashionTech startup mixing AI & IoT to help people manage their wardrobe and buy better','Save your wardrobe',April 30 2016,London UK,https://www.crunchbase.com/organization/save-your-wardrobe,3m
"'marketing', 'sharing economy', 'startups', 'productivity'","'mobile app', 'service'",Publicly,High company activity detected,22 Feb 18,~1.8k,3,"'Nick', 'Gareth Lewis', 'Tori Donnelly'",Pre,"'b2c', 'b2b', 'commission', 'advertising', 'freemium', 'sales', 'subscription'",1.7k,9,Undisclosed,http://www.workclubhq.com?ref=startuptracker,"""London's most affordable network of coworking clubs, perfect for those that need flexible workspace & bookable meeting rooms.""",'WorkClub',September 30 2017,London UK,https://www.crunchbase.com/organization/workclub,2.6m
"'data', 'design', 'productivity', 'big data'",'web app',Publicly,No recent company activity detected,22 Feb 18,0,1,"'Manipulist', 'Engiweb Ltd', 'Christian C'",Post,"'b2c', 'advertising', 'freemium'",917,9,Self,http://www.manipulist.com?ref=startuptracker,'Save hours on your daily web tasks!','Manipulist',September 8 2016,Cardiff UK,https://crunchbase.com/organization/manipulist,0
"'advertising', 'food and beverages', 'marketing', 'ai'","'desktop app', 'mobile app', 'service', 'web app'",Publicly,Sourced by Startup Tracker,22 Feb 18,0,5-10,,Pre,"'b2c', 'b2b', 'commission', 'affiliation', 'freemium', 'subscription'",See,9,Undisclosed,https://stinjee.com?ref=startuptracker,"'Stinjee finds all the best food and drink offers in your area, right now!'",'stinjee',September 29 2015,London UK,https://www.producthunt.com/posts/stinjee?utm_campaign=producthunt-api&utm_medium=api&utm_source=Application%3A+Startup+Tracker+%28ID%3A+676%29,0
"'health', 'medical'","'hardware', 'mobile app', 'service'",Pre,Sourced by Startup Tracker,22 Feb 18,0,1,'Patrick Samy',Pre,"'b2c', 'sales', 'subscription'",See,9,Self,https://vie.health?ref=startuptracker,'_','Vie',January 10 2017,London UK,https://www.crunchbase.com/organization/vie,0
"'marketing', 'messaging', 'sales'",'web app',Publicly,No recent company activity detected,22 Feb 18,~10.9k,5-10,'Matt Fenn',Pre,"'b2b', 'subscription'",1.3k,9,Undisclosed,https://jumplead.com/?ref=startuptracker,'Jumplead is marketing automation software designed to be lean.','Jumplead Marketing Automation',July 3 2011,Leicester UK,https://www.crunchbase.com/organization/jumplead,435.9k
"'e commerce', 'health', 'medical'","'mobile app', 'web app'",Publicly,High company activity detected,22 Feb 18,0,4,"'Charlotte', 'Jo Osborne'",Pre,"'b2c', 'b2b', 'free to use', 'commission', 'affiliation'",See,9,Undisclosed,http://Skinninja.com?ref=startuptracker,"""Discover what's hiding in your skincare and cosmetics. 17 health concerns, including contact allergens and carcinogens across 800k products.""",'SkinNinja',January 1 2015,London UK,https://www.crunchbase.com/organization/skinninja,0
"'other', 'design', 'e commerce', 'software dev'",'web app',Publicly,High company activity detected,22 Feb 18,~9.3k,2,'Downtime Monkey',Pre,"'b2c', 'b2b', 'freemium'",2.7k,9,Self,https://downtimemonkey.com?ref=startuptracker,'Website downtime alerts & monitoring. Email/SMS alerts if a website goes down. 60 websites monitored completely free. Powerful Pro features.','Downtime Monkey',January 3 2017,Edinburgh UK,https://startuptracker.io,510.2k
"'education', 'entertainment', 'media', 'content'","'service', 'web app'",Publicly,Sourced by Startup Tracker,22 Feb 18,~8.9k,11-50,"'Mads Holmen', 'Rich Simmonds'",Pre,"'b2b', 'freemium', 'subscription'",See,9,Undisclosed,http://bibblio.org?ref=startuptracker,'Bibblio boosts engagement and revenue by suggesting the best content to your users from across your site.','Bibblio',July 1 2014,London UK,https://www.crunchbase.com/organization/bibblio,529.4k
'hr and recruitment',"'desktop app', 'mobile app', 'web app'",Publicly,Low company activity detected,22 Feb 18,~754,5-10,'Joseph McElmeel',Pre,"'b2c', 'b2b', 'subscription'",783,9,$200k,https://www.SymbaSync.com?ref=startuptracker,"'Instantly solving all sourcing, matching, and vetting problems for hiring.'",'SymbaSync Ltd',March 31 2017,Edinburgh UK,https://crunchbase.com/organization/symbasync-ltd,6.1m
"'consulting', 'hr and recruitment', 'startups'","'desktop app', 'web app'",Publicly,Sourced by Startup Tracker,22 Feb 18,~1.9k,11-50,'Jean-Charles Varlet',Pre,"'b2c', 'b2b', 'commission'",See,9,$1m,https://cremedelacreme.io?ref=startuptracker,"""We're connecting companies with a selective community of freelancers in order to shape the future of work.""",'Crème de la Crème',April 9 2015,London UK,https://crunchbase.com/organization/cr%C3%A8me-de-la-cr%C3%A8me,2.4m
'blockchain',"'mobile app', 'web app'",Privately,No recent company activity detected,21 Feb 18,~2.1k,5-10,"'Ric Burton 🇬🇧 ‣ 🇺🇸', 'Christian Baroni', 'Ben Baron'",Pre,"'b2c', 'free to use', 'commission'",23,9,$1.3m,http://balance.io?ref=startuptracker,'An Ethereum wallet for all your ERC-20 tokens.','Balance',August 29 2016,San Francisco UK,https://angel.co/balance-io,2.3m
"'finance', 'blockchain'",'other',Publicly,Sourced by Startup Tracker,19 Feb 18,0,3,"'Stephan Tual', 'Cassius Kiani', 'Ethereum', 'Ethereum Foundation'",Pre,'other',871,9,Undisclosed,https://www.atlasneue.com/?ref=startuptracker,"'Atlas Neue creates, funds and supports exciting ventures in the blockchain space.'",'Atlas Neue',December 9 2017,London UK,https://angel.co/atlasneue,0
"'marketing', 'startups', 'ai'",'service',Privately,Sourced by Startup Tracker,15 Feb 18,Self,2,,Pre,"'b2b', 'subscription'",9,9,Self,https://www.prumio.com?ref=startuptracker,'Prumio is an AI-driven platform that helps companies get press coverage cost-effectively to save time and money','Prumio',January 2 2018,London UK,https://betalist.com/startups/prumio,0
"'design', 'fashion', 'marketing', 'media'","'service', 'web app'",Privately,No recent company activity detected,14 Feb 18,0,2,'Shiv Sen Sarma',Pre,"'b2b', 'commission'",59,9,Undisclosed,https://talenttin.com?ref=startuptracker,"'A digital community of top-level creative talent, exclusively for the fashion industry, accessible through a network of freelancers.'",'Talent Tin',November 15 2017,London UK,https://producthunt.com/posts/talent-tin,0
"'e commerce', 'entertainment', 'social networks'","'mobile app', 'web app'",Privately,No recent company activity detected,14 Feb 18,~580,5-10,'Matt Chlodnicki',Pre,"'b2c', 'b2b', 'other', 'free to use', 'commission', 'advertising', 'subscription'",9k,9,$150k,https://shuttout.com?ref=startuptracker,'Social photography contest platform with money prizes that rise with each participant.','Shuttout',November 24 2016,Rotherham UK,https://angel.co/shuttout,8m
"'other', 'health', 'startups'",'mobile app',Publicly,No recent company activity detected,13 Feb 18,0,3,'BEAN',Pre,"'b2c', 'freemium'",1.1k,9,Undisclosed,http://www.betterwithbean.com?ref=startuptracker,'New celebrity fitness trainer Prof Greg Whyte releases a Bespoke Exercise And Nutrition App','Bean Lite',March 15 2017,Bicester UK,https://startuptracker.io,0
"'advertising', 'food and beverages'","'mobile app', 'web app'",Pre,Sourced by Startup Tracker,12 Feb 18,0,1,"'Team Fleyver', 'Dave Clissold'",Pre,"'b2c', 'free to use', 'advertising'",2,9,Self,http://www.fleyver.com?ref=startuptracker,"'A fun new way to find drinks you might enjoy, based on recommendations that matter rather than a number'",'Fleyver',March 1 2017,Gloucester UK,https://www.crunchbase.com/organization/fleyver,0
'hospitality','hardware',Publicly,No recent company activity detected,12 Feb 18,~1k,2,'Captive Media',Post,"'b2b', 'sales'",1.2k,9,Undisclosed,https://www.captive-media.co.uk?ref=startuptracker,'Captive Media manufactures an interactive entertainment and digital signage system for installation in washrooms.','Captive Media',June 3 2007,London UK,https://www.crunchbase.com/organization/captive-media,4.6m
